Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,442.040009,449.029999,440.410004,447.769989,447.769989,146101500
2015-01-23,451.019989,457.100006,450.279999,454.559998,454.559998,154310000
2015-01-26,452.619995,459.440002,452.619995,459.140015,459.140015,105834300
2015-01-27,458.339996,459.059998,451.489990,454.459991,454.459991,96891500
2015-01-28,457.029999,457.570007,450.250000,452.299988,452.299988,105376300
2015-01-29,447.829987,453.160004,447.829987,452.470001,452.470001,104978200
2015-01-30,454.000000,454.649994,448.899994,450.390015,450.390015,125282400
2015-02-02,450.600006,451.910004,446.440002,450.760010,450.760010,104744400
2015-02-03,453.239990,457.660004,452.779999,455.820007,455.820007,130565900
2015-02-04,456.420013,456.839996,450.790009,454.880005,454.880005,142297500
2015-02-05,450.859985,455.420013,450.140015,455.299988,455.299988,98394700
2015-02-06,455.059998,456.160004,452.959991,454.690002,454.690002,92308900
2015-02-09,451.100006,451.640015,447.239990,450.959991,450.959991,97745600
2015-02-10,451.500000,456.029999,449.540009,453.799988,453.799988,110455700
2015-02-11,455.649994,459.059998,454.829987,458.269989,458.269989,120710400
2015-02-12,457.709991,463.790009,457.709991,460.429993,460.429993,135525800
2015-02-13,462.429993,466.059998,461.859985,464.899994,464.899994,135799800
2015-02-16,465.140015,465.369995,462.000000,462.820007,462.820007,80126900
2015-02-17,460.179993,464.410004,457.869995,463.420013,463.420013,100293100
2015-02-18,465.880005,467.320007,465.279999,467.320007,467.320007,111159200
2015-02-19,466.929993,470.450012,465.459991,469.790009,469.790009,106342600
2015-02-20,468.980011,469.850006,466.149994,469.850006,469.850006,115006900
2015-02-23,474.119995,475.220001,472.500000,475.220001,475.220001,94271700
2015-02-24,476.049988,480.600006,475.750000,479.940002,479.940002,94866800
2015-02-25,479.799988,481.089996,477.059998,478.529999,478.529999,84780000
2015-02-26,478.790009,482.609985,477.899994,482.470001,482.470001,82254300
2015-02-27,482.380005,483.929993,479.929993,483.929993,483.929993,95273800
2015-03-02,484.359985,487.010010,483.369995,485.839996,485.839996,85491200
2015-03-03,486.309998,486.790009,479.549988,480.059998,480.059998,98364700
2015-03-04,481.220001,483.570007,478.799988,483.570007,483.570007,101371200
2015-03-05,484.959991,489.359985,484.829987,488.959991,488.959991,79817500
2015-03-06,488.549988,492.359985,488.070007,489.839996,489.839996,110716400
2015-03-09,487.399994,488.209991,484.760010,488.209991,488.209991,89295300
2015-03-10,486.880005,488.510010,482.130005,483.100006,483.100006,96944600
2015-03-11,484.179993,492.600006,484.049988,491.929993,491.929993,96996800
2015-03-12,492.589996,494.570007,490.910004,491.640015,491.640015,78826400
2015-03-13,493.209991,493.619995,489.320007,492.480011,492.480011,77285400
2015-03-16,493.950012,498.660004,493.950012,498.029999,498.029999,82430100
2015-03-17,498.480011,499.299988,492.700012,494.399994,494.399994,99724400
2015-03-18,495.440002,496.649994,492.309998,496.630005,496.630005,94895000
2015-03-19,497.079987,499.940002,494.700012,496.010010,496.010010,99857700
2015-03-20,497.170013,500.660004,495.450012,499.119995,499.119995,170578000
2015-03-23,499.559998,499.649994,495.320007,497.549988,497.549988,71253400
2015-03-24,495.750000,500.440002,494.989990,498.660004,498.660004,81554200
2015-03-25,497.350006,499.679993,490.920013,491.640015,491.640015,96226300
2015-03-26,486.279999,487.480011,480.959991,486.369995,486.369995,110830600
2015-03-27,488.399994,488.600006,483.440002,485.730011,485.730011,111671100
2015-03-30,489.529999,495.029999,488.589996,494.690002,494.690002,80553700
2015-03-31,495.119995,496.269989,487.570007,489.410004,489.410004,108299100
2015-04-01,486.839996,494.799988,485.829987,490.040009,490.040009,97932300
2015-04-02,491.010010,493.140015,489.910004,492.380005,492.380005,74049700
2015-04-07,496.049988,504.179993,495.859985,503.029999,503.029999,114511800
2015-04-08,500.609985,500.869995,496.589996,497.160004,497.160004,97091500
2015-04-09,499.760010,501.970001,498.540009,501.970001,501.970001,78055500
2015-04-10,504.369995,507.190002,503.260010,507.170013,507.170013,77894400
2015-04-13,507.500000,509.640015,505.619995,508.660004,508.660004,72246100
