Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,1926.010010,1932.500000,1916.560059,1920.819946,1920.819946,343100
2015-01-23,1945.359985,1945.359985,1930.650024,1936.089966,1936.089966,367700
2015-01-26,1928.260010,1936.400024,1924.140015,1935.680054,1935.680054,330600
2015-01-27,1941.900024,1952.410034,1940.719971,1952.400024,1952.400024,467000
2015-01-28,1946.709961,1963.530029,1943.589966,1961.579956,1961.579956,400900
2015-01-29,1950.829956,1960.119995,1946.199951,1951.020020,1951.020020,391000
2015-01-30,1964.130005,1964.130005,1948.599976,1949.260010,1949.260010,441500
2015-02-02,1947.910034,1956.099976,1944.579956,1952.680054,1952.680054,364800
2015-02-03,1960.109985,1960.349976,1940.739990,1951.959961,1951.959961,370000
2015-02-04,1963.369995,1970.270020,1961.569946,1962.790039,1962.790039,348000
2015-02-05,1961.150024,1962.150024,1945.420044,1952.839966,1952.839966,395700
2015-02-06,1955.130005,1955.520020,1945.819946,1955.520020,1955.520020,309800
2015-02-09,1949.500000,1952.859985,1944.790039,1947.000000,1947.000000,310200
2015-02-10,1949.300049,1954.199951,1935.859985,1935.859985,1935.859985,329200
2015-02-11,1942.339966,1948.890015,1937.949951,1945.699951,1945.699951,307500
2015-02-12,1947.209961,1947.469971,1932.750000,1941.630005,1941.630005,334800
2015-02-13,1949.319946,1957.500000,1946.939941,1957.500000,1957.500000,351100
2015-02-16,1960.030029,1963.439941,1955.390015,1958.229980,1958.229980,350900
2015-02-17,1955.770020,1962.969971,1952.329956,1961.449951,1961.449951,304500
2015-02-23,1974.439941,1976.959961,1966.770020,1968.390015,1968.390015,347600
2015-02-24,1975.650024,1980.380005,1972.609985,1976.119995,1976.119995,309500
2015-02-25,1988.469971,1992.030029,1984.530029,1990.469971,1990.469971,369500
2015-02-26,1993.270020,1993.430054,1983.939941,1993.079956,1993.079956,385700
2015-02-27,1992.760010,1993.339966,1982.500000,1985.800049,1985.800049,424500
2015-03-02,1996.719971,1999.130005,1988.329956,1996.810059,1996.810059,373400
2015-03-03,2002.500000,2003.050049,1995.930054,2001.380005,2001.380005,444900
2015-03-04,2001.760010,2003.849976,1996.500000,1998.290039,1998.290039,374500
2015-03-05,1996.810059,2002.479980,1993.920044,1998.380005,1998.380005,373700
2015-03-06,2003.969971,2013.729980,2003.180054,2012.939941,2012.939941,393300
2015-03-09,2004.939941,2005.810059,1990.869995,1992.819946,1992.819946,296700
2015-03-10,2000.660034,2003.189941,1982.219971,1984.770020,1984.770020,433400
2015-03-11,1971.040039,1984.599976,1969.130005,1980.829956,1980.829956,399500
2015-03-12,1979.219971,1988.770020,1970.589966,1970.589966,1970.589966,384000
2015-03-13,1987.170044,1991.869995,1982.959961,1985.790039,1985.790039,326700
2015-03-16,1985.589966,1991.790039,1982.260010,1987.329956,1987.329956,319200
2015-03-17,1998.260010,2029.910034,1997.270020,2029.910034,2029.910034,356600
2015-03-18,2032.189941,2036.130005,2026.719971,2028.449951,2028.449951,362000
2015-03-19,2047.130005,2047.130005,2031.069946,2037.890015,2037.890015,468300
2015-03-20,2037.130005,2040.000000,2027.810059,2037.239990,2037.239990,351700
2015-03-23,2043.219971,2043.920044,2032.349976,2036.589966,2036.589966,314900
2015-03-24,2035.079956,2041.770020,2028.540039,2041.369995,2041.369995,328800
2015-03-25,2043.160034,2046.969971,2038.140015,2042.810059,2042.810059,423400
2015-03-26,2027.199951,2036.699951,2019.510010,2022.560059,2022.560059,342300
2015-03-27,2026.750000,2027.250000,2016.880005,2019.800049,2019.800049,449000
2015-03-30,2026.599976,2033.270020,2018.119995,2030.040039,2030.040039,439600
2015-03-31,2042.310059,2046.900024,2032.239990,2041.030029,2041.030029,555900
2015-04-01,2035.400024,2039.040039,2024.640015,2028.449951,2028.449951,542800
2015-04-02,2036.900024,2040.449951,2028.219971,2029.069946,2029.069946,655900
2015-04-03,2035.829956,2045.939941,2031.270020,2045.420044,2045.420044,498600
2015-04-06,2049.870117,2055.449951,2043.260010,2046.430054,2046.430054,460500
2015-04-07,2059.050049,2059.090088,2043.790039,2047.030029,2047.030029,436200
2015-04-08,2048.750000,2060.189941,2046.089966,2059.260010,2059.260010,552700
2015-04-09,2060.300049,2064.459961,2054.169922,2058.870117,2058.870117,529900
2015-04-10,2066.320068,2089.090088,2065.389893,2087.760010,2087.760010,658400
2015-04-13,2094.100098,2099.969971,2088.820068,2098.919922,2098.919922,561800
2015-04-14,2101.760010,2111.729980,2095.969971,2111.719971,2111.719971,648800
2015-04-15,2114.560059,2122.719971,2110.250000,2119.959961,2119.959961,451400
2015-04-16,2134.139893,2139.899902,2125.540039,2139.899902,2139.899902,476400
2015-04-17,2142.719971,2144.760010,2134.100098,2143.500000,2143.500000,464600
2015-04-20,2126.550049,2146.729980,2126.550049,2146.709961,2146.709961,509000
2015-04-21,2153.419922,2153.840088,2140.120117,2144.790039,2144.790039,561800
2015-04-22,2146.590088,2161.229980,2125.879883,2143.889893,2143.889893,769400
2015-04-23,2156.939941,2174.719971,2139.330078,2173.409912,2173.409912,521600
2015-04-24,2181.239990,2189.540039,2154.270020,2159.800049,2159.800049,508400
2015-04-27,2169.139893,2169.139893,2152.090088,2157.540039,2157.540039,392300
2015-04-28,2162.500000,2164.520020,2144.850098,2147.669922,2147.669922,415100
2015-04-29,2155.010010,2156.239990,2126.360107,2142.629883,2142.629883,458100
2015-04-30,2134.939941,2136.899902,2121.290039,2127.169922,2127.169922,509100
2015-05-04,2134.510010,2139.300049,2128.719971,2132.229980,2132.229980,355600
2015-05-06,2122.030029,2123.219971,2095.600098,2104.580078,2104.580078,428100
2015-05-07,2098.479980,2099.439941,2067.989990,2091.000000,2091.000000,423200
2015-05-08,2090.189941,2094.060059,2082.719971,2085.520020,2085.520020,309500
2015-05-11,2106.120117,2110.790039,2097.379883,2097.379883,2097.379883,329700
2015-05-12,2100.629883,2101.719971,2088.639893,2096.770020,2096.770020,391900
2015-05-13,2100.100098,2115.360107,2100.080078,2114.159912,2114.159912,377000
2015-05-14,2115.590088,2121.679932,2111.719971,2120.330078,2120.330078,430800
2015-05-15,2132.530029,2134.360107,2104.770020,2106.500000,2106.500000,491700
2015-05-18,2108.149902,2113.719971,2099.479980,2113.719971,2113.719971,445200
2015-05-19,2114.290039,2126.889893,2107.620117,2120.850098,2120.850098,418500
