Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,1461.930054,1462.709961,1452.569946,1455.660034,1455.660034,62737500
2015-01-25,1459.939941,1462.589966,1457.469971,1459.560059,1459.560059,66395000
2015-01-26,1456.260010,1465.680054,1455.449951,1460.439941,1460.439941,43427700
2015-01-27,1462.380005,1464.569946,1452.079956,1455.250000,1455.250000,48915400
2015-01-28,1460.410034,1461.050049,1446.540039,1453.170044,1453.170044,26382100
2015-01-29,1446.219971,1451.359985,1445.520020,1447.849976,1447.849976,101739700
2015-02-01,1447.160034,1450.459961,1445.229980,1446.430054,1446.430054,11013400
2015-02-02,1447.040039,1449.319946,1443.689941,1446.410034,1446.410034,48352600
2015-02-03,1450.250000,1457.390015,1449.439941,1455.270020,1455.270020,51864900
2015-02-04,1457.089966,1459.660034,1454.790039,1457.180054,1457.180054,39790200
2015-02-05,1457.819946,1467.020020,1456.510010,1461.329956,1461.329956,46025100
2015-02-08,1460.790039,1463.109985,1459.550049,1461.979980,1461.979980,19377700
2015-02-09,1460.329956,1461.229980,1456.640015,1458.099976,1458.099976,55342900
2015-02-10,1459.540039,1463.890015,1457.500000,1462.150024,1462.150024,24973300
2015-02-11,1462.530029,1463.250000,1456.010010,1457.469971,1457.469971,64965300
2015-02-12,1452.400024,1459.099976,1452.400024,1452.459961,1452.459961,92878600
2015-02-15,1458.119995,1460.489990,1455.949951,1460.040039,1460.040039,14976800
2015-02-16,1460.040039,1474.560059,1458.430054,1472.979980,1472.979980,57656400
2015-02-17,1470.089966,1479.130005,1467.099976,1474.949951,1474.949951,35085800
2015-02-18,1480.290039,1485.119995,1478.869995,1483.670044,1483.670044,65383500
2015-02-19,1485.079956,1490.400024,1480.939941,1485.780029,1485.780029,91886000
2015-02-22,1494.579956,1499.640015,1493.050049,1495.540039,1495.540039,21331600
2015-02-23,1497.079956,1506.420044,1492.150024,1503.339966,1503.339966,43831700
2015-02-24,1506.699951,1508.589966,1499.880005,1501.150024,1501.150024,69477600
2015-02-25,1501.689941,1509.810059,1498.770020,1508.500000,1508.500000,51812400
2015-02-26,1514.979980,1521.319946,1511.560059,1517.939941,1517.939941,107010000
2015-03-01,1521.770020,1535.349976,1520.900024,1535.170044,1535.170044,17973900
2015-03-02,1537.979980,1539.109985,1529.390015,1535.599976,1535.599976,46193400
2015-03-03,1539.380005,1540.079956,1524.510010,1526.589966,1526.589966,39598700
2015-03-04,1533.060059,1534.010010,1527.219971,1529.780029,1529.780029,42332500
2015-03-08,1528.849976,1537.859985,1526.989990,1537.689941,1537.689941,14963200
2015-03-09,1538.300049,1550.680054,1533.359985,1550.329956,1550.329956,42647200
2015-03-10,1552.310059,1556.699951,1541.939941,1546.270020,1546.270020,39411900
2015-03-11,1546.979980,1564.719971,1544.119995,1561.810059,1561.810059,50510700
2015-03-12,1562.079956,1569.369995,1557.949951,1565.750000,1565.750000,79862100
2015-03-15,1572.479980,1573.219971,1548.319946,1553.739990,1553.739990,35631300
2015-03-16,1558.670044,1563.569946,1550.569946,1563.199951,1563.199951,41442400
2015-03-18,1562.910034,1582.030029,1562.310059,1578.900024,1578.900024,74983100
