Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,8005.140137,8013.600098,7860.490234,7999.479980,7999.479980,0
2015-01-23,8024.950195,8166.370117,7996.279785,8161.160156,8161.160156,0
2015-01-26,8152.759766,8311.309570,8144.609863,8296.450195,8296.450195,0
2015-01-27,8315.820313,8443.700195,8307.830078,8402.820313,8402.820313,0
2015-01-28,8415.639648,8440.240234,8300.370117,8311.549805,8311.549805,0
2015-01-29,8305.719727,8435.339844,8305.719727,8435.339844,8435.339844,0
2015-01-30,8490.419922,8493.049805,8385.129883,8385.129883,8385.129883,0
2015-02-02,8439.929688,8474.919922,8398.179688,8429.200195,8429.200195,0
2015-02-03,8425.610352,8516.429688,8419.679688,8452.129883,8452.129883,0
2015-02-04,8490.940430,8612.099609,8477.370117,8608.240234,8608.240234,0
2015-02-05,8546.139648,8562.750000,8503.259766,8544.320313,8544.320313,0
2015-02-06,8527.259766,8619.549805,8487.929688,8587.990234,8587.990234,0
2015-02-09,8535.620117,8638.379883,8521.120117,8632.139648,8632.139648,0
2015-02-10,8605.519531,8626.190430,8563.679688,8620.419922,8620.419922,0
2015-02-11,8628.469727,8642.709961,8537.209961,8577.759766,8577.759766,0
2015-02-12,8580.759766,8611.730469,8555.179688,8611.030273,8611.030273,0
2015-02-13,8634.179688,8665.900391,8606.429688,8651.980469,8651.980469,0
2015-02-16,8649.530273,8732.629883,8631.030273,8712.690430,8712.690430,0
2015-02-17,8698.190430,8747.870117,8663.160156,8747.830078,8747.830078,0
2015-02-18,8759.820313,8820.490234,8749.530273,8800.709961,8800.709961,0
2015-02-19,8807.169922,8910.820313,8782.299805,8900.179688,8900.179688,0
2015-02-20,8910.730469,8925.750000,8832.870117,8892.169922,8892.169922,0
2015-02-23,8925.849609,8988.169922,8913.969727,8977.690430,8977.690430,0
2015-02-24,8975.709961,8984.610352,8936.879883,8984.610352,8984.610352,0
2015-02-25,8961.769531,8982.110352,8924.799805,8977.620117,8977.620117,0
2015-02-26,8976.719727,9049.490234,8955.669922,9049.490234,9049.490234,0
2015-02-27,9048.799805,9067.230469,8992.129883,9014.530273,9014.530273,0
2015-03-02,9011.599609,9055.690430,8990.559570,9055.690430,9055.690430,0
2015-03-03,9032.320313,9055.490234,8941.820313,8954.679688,8954.679688,0
2015-03-04,8961.959961,9011.299805,8925.959961,8992.500000,8992.500000,0
2015-03-05,8997.509766,9051.570313,8987.580078,9034.599609,9034.599609,42701000
2015-03-06,9035.990234,9110.519531,9034.650391,9080.030273,9080.030273,0
2015-03-09,9068.469727,9070.030273,9001.190430,9046.879883,9046.879883,0
2015-03-10,9063.839844,9092.639648,9003.900391,9023.709961,9023.709961,0
2015-03-11,9044.379883,9119.769531,9041.889648,9106.230469,9106.230469,0
2015-03-12,9101.549805,9134.339844,9083.700195,9119.809570,9119.809570,0
